,M1_CO,M2_CO,DELAY_TIMES,TYPE1_CO,TYPE2_CO,M1_ZAMS,M2_ZAMS,MET1_ZAMS
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
1654819337,1.2600128254307768,1.2775835252086558,193764.14342044716,13,13,9.399528807605929,9.04936198717774,0.003099515469468846
1654822653,1.2600033267988742,1.2775835252086558,2426972.473089238,13,13,11.38260929163915,9.840443200772823,0.02872826858406847
1654823576,1.260018928166957,1.2775835252086558,2541.715856008495,13,13,10.087362012754713,8.031011019226531,0.00032276743384083317
1654810309,1.260004043579138,1.2775835252086558,122013.885077685,13,13,9.742355989661373,7.972727731472936,0.0002487252500624428
1654811804,1.2600084872483055,1.2775835252086558,141318.11498264028,13,13,10.148245589388818,7.447458671146718,0.00018634991787391605
1654813382,1.2600070271896093,1.2775835252086558,107390.1289077679,13,13,10.096580987975242,9.549294862109992,0.008680686016216656
